name,name_ar,updated_en,sku,barcode,category,unit,supplier,cost_price,selling_price,quantity,min_stock,published
Chicken 750,فلية الدجاج رويال عبوة التوفير 750ج,Chicken 750g,ITM-03422,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 750,ساديا ناجتس دجاج 750جم,Chicken 750g,ITM-11625,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 750,ناجست دجاج مقرمش ساديا750جم,Chicken 750g,ITM-15124,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 750,اليوم دجاجة كاملة متبلة بالنكهة المكسيكية 750 جم,Chicken 750g,ITM-16504,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 750,اليوم دجاجة كاملة بتتبيلة الحارة 750جم,Chicken Hot 750g,ITM-16712,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 750,اليوم دجاجة كاملة بتتبيلة الباربيكيو 750ج,Chicken 750g,ITM-16745,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 750,اليوم دجاجة كاملة بتتبيلة الكاري 750جم,Chicken 750g,ITM-16809,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 750,السنبلة ناجت الدجاج 750جم,Chicken 750g,ITM-16813,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 8 240,السنبلة سبرنج رول الدجاج 8قطع240جم,Chicken 8 240g,ITM-13588,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 8 650,شنيتزل الدجاج 8قطعة 650جرام,Chicken 8 650g,ITM-02920,,Meat & Poultry,pcs,,0.00,0.00,0,5,yes
Chicken 80,شوربة دجاج مقرمش ماجي نكهة مشاوي 80ج,Chicken 80g,ITM-10020,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 800,دجاج اليوم 800ج,Chicken 800g,ITM-01499,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 800,ناجت الدجاج المر حةمع الهدية 800جرام,Chicken 800g,ITM-10704,,Meat & Poultry,pcs,,0.00,0.00,0,5,yes
Chicken 800,ساديا دجاج مجمد 800جم,Chicken 800g,ITM-11086,,Frozen Foods,g,,0.00,0.00,0,5,yes
Chicken 800,اليوم دجاج فاخر مجمد 800جم,Chicken 800g,ITM-11558,,Frozen Foods,g,,0.00,0.00,0,5,yes
Chicken 800,دجاج اليوم مبرد800ج,Chicken 800g,ITM-12295,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 800,فروج الاسياح دجاج مبرد800جم,Chicken 800g,ITM-16584,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 840,ساديا برجر دجاج بالبقسماط 840جم,Burger Chicken 840g,ITM-08015,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 850,فرشلي لانشون الدجاج 850ج,Chicken 850g,ITM-05048,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 900,ساديا افخاذ دجاج مجمدة 900جرام,Chicken 900g,ITM-00345,,Frozen Foods,pcs,,0.00,0.00,0,5,yes
Chicken 900,دجاج اليوم مبرد 900ج,Chicken 900g,ITM-01058,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 900,دجاج اليوم 900ج,Chicken 900g,ITM-01486,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 900,دجاج تيلي 900ج,Chicken 900g,ITM-01497,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 900,اليوم دجاج فاخر مجمد 900جم,Chicken 900g,ITM-01690,,Frozen Foods,g,,0.00,0.00,0,5,yes
Chicken 900,ساديا اجنة دجاج مجمدة 900جرام,Chicken 900g,ITM-03559,,Frozen Foods,pcs,,0.00,0.00,0,5,yes
Chicken 900,ساديا افخاذ دجاج رفيعة 900جرام,Chicken 900g,ITM-03560,,Meat & Poultry,pcs,,0.00,0.00,0,5,yes
Chicken 900,انصاف صدور دجاج ساديا900ج,Chicken 900g,ITM-05118,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 900,برديكس افخاذ دجاج غليظة مجمدة 900ج,Chicken 900g,ITM-08285,,Frozen Foods,g,,0.00,0.00,0,5,yes
Chicken 900,برديكس افخاذ دجاج رفيعة مجمدة 900ج,Chicken 900g,ITM-08286,,Frozen Foods,g,,0.00,0.00,0,5,yes
Chicken 900,برديكس افخاذ دجاج كاملة مجمدة 900ج,Chicken 900g,ITM-08287,,Frozen Foods,g,,0.00,0.00,0,5,yes
Chicken 900,ساديا دجاج مجمد 900جم,Chicken 900g,ITM-11087,,Frozen Foods,g,,0.00,0.00,0,5,yes
Chicken 900,دجاج اليوم 900 ج,Chicken 900g,ITM-11877,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken 900,ساديا افخاذ دجاج كاملة مجمدة 900ج,Chicken 900g,ITM-12217,,Frozen Foods,g,,0.00,0.00,0,5,yes
Chicken 900,ساديا افخاذ دجاج مجمدة 900جم,Chicken 900g,ITM-15906,,Frozen Foods,g,,0.00,0.00,0,5,yes
Chicken 900,ساديا أفخاذ دجاج رفيعة ومجمدة 900 غ,Chicken 900,ITM-16614,,Frozen Foods,pcs,,0.00,0.00,0,5,yes
Chicken 900,سيقان دجاج اليوم مجمد900ج,Chicken 900g,ITM-17679,,Frozen Foods,g,,0.00,0.00,0,5,yes
Chicken 900,دجاج سوبر بريم 900,Chicken 900,381,,Meat & Poultry,pcs,,0.00,10.00,0,5,yes
Chicken 900,دجاج سوبر بريم 900جرام,Chicken 900g,382,,Meat & Poultry,pcs,,0.00,10.00,0,5,yes
Chicken 900 10,دجاج دوكس مجمد900ج 10حبات,Chicken 900g,391,,Frozen Foods,g,,0.00,118.00,0,5,yes
Chicken Al Watania 1000,دجاج مبرد الوطنية 1000ج,Chicken Al Watania 1000g,ITM-07160,,Meat & Poultry,kg,,0.00,0.00,0,5,yes
Chicken Al Watania 1000,دجاج الوطنية طازج مبرد 1000ج,Chicken Al Watania 1000g,ITM-07526,,Fresh Produce,kg,,0.00,0.00,0,5,yes
Chicken Al Watania 1100,دجاج الوطنية مبرد 1100ج,Chicken Al Watania 1100g,ITM-07118,,Meat & Poultry,kg,,0.00,0.00,0,5,yes
Chicken Al Watania 1200,دجاج الوطنية مبرد 1200ج,Chicken Al Watania 1200g,ITM-07125,,Meat & Poultry,kg,,0.00,0.00,0,5,yes
Chicken Al Watania 1300,دجاج الوطنية مبرد 1300ج,Chicken Al Watania 1300g,ITM-07126,,Meat & Poultry,kg,,0.00,0.00,0,5,yes
Chicken Al Watania 1300,دجاج الوطنية مجمد 1300ج,Chicken Al Watania 1300g,ITM-12268,,Frozen Foods,kg,,0.00,0.00,0,5,yes
Chicken Al Watania 2000,شاورما دجاج مجمدة الوطنية 2000جرام,Chicken Al Watania 2000g,ITM-07750,,Frozen Foods,pcs,,0.00,0.00,0,5,yes
Chicken Al Watania 3*700,دجاج الوطنية فاخر 3*700ج,Chicken Al Watania 3*700 3x700g,ITM-11780,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Al Watania 350,نقانق دجاج طازجة الوطنية 350ج,Chicken Al Watania 350g,ITM-08976,,Fresh Produce,g,,0.00,0.00,0,5,yes
Chicken Al Watania 450,قلوب دجاج الوطنية طازج 450ج,Chicken Al Watania 450g,ITM-03389,,Fresh Produce,g,,0.00,0.00,0,5,yes
Chicken Al Watania 450,صدور دجاج مدخنة الوطنية 450ج,Chicken Al Watania 450g,ITM-04415,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Al Watania 450,صدور دجاج الوطنية بدون جلد 450ج,Chicken Al Watania 450g,ITM-08193,,Personal Care,g,,0.00,0.00,0,5,yes
Chicken Al Watania 450,صدور دجاج الوطنية 450ج,Chicken Al Watania 450g,ITM-09934,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Al Watania 450,اجنحة دجاج الوطنية مبرد 450ج,Chicken Al Watania 450g,ITM-11986,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Al Watania 550,برجر دجاج حار الوطنية 550ج,Burger Chicken Hot Al Watania 550g,ITM-06946,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Al Watania 600,دجاج الوطنية مبرد 600ج,Chicken Al Watania 600g,ITM-01083,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Al Watania 600,دجاج الوطنية 600ج,Chicken Al Watania 600g,ITM-08330,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Al Watania 650,دجاج الوطنية متبلة 650ج,Chicken Al Watania 650g,ITM-12326,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Al Watania 650,نصف دجاجة متبلة الوطنية مبرد650ج,Chicken Al Watania 650g,ITM-12606,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Al Watania 700,دجاج الوطنية مبرد بدون جلد700ج,Chicken Al Watania 700g,ITM-09967,,Personal Care,g,,0.00,0.00,0,5,yes
Chicken Al Watania 800,دجاج الوطنية مبرد بدون جلد800ج,Chicken Al Watania 800g,ITM-00027,,Personal Care,g,,0.00,0.00,0,5,yes
Chicken Al Watania 800,دجاج مبرد الوطنية 800ج,Chicken Al Watania 800g,ITM-09399,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Al Watania 800,دجاج الوطنية مبرد 800ج,Chicken Al Watania 800g,ITM-11987,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Al Watania 900,سيقان دجاج الوطنية مجمد 900ج,Chicken Al Watania 900g,ITM-04066,,Frozen Foods,g,,0.00,0.00,0,5,yes
Chicken Al Watania 900,اجنحة دجاج الوطنية مجمد 900ج,Chicken Al Watania 900g,ITM-04067,,Frozen Foods,g,,0.00,0.00,0,5,yes
Chicken Al Watania 900,دجاج الوطنية مبرد 900ج,Chicken Al Watania 900g,ITM-07893,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Al Watania 900,دجاج مبرد الوطنية 900ج,Chicken Al Watania 900g,ITM-09400,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Al Watania600,دجاجة متبلة الوطنية600ج,Chicken Al Watania600 600g,ITM-08863,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Americana,كفتة دجاج امريكانا,Chicken Americana,ITM-06270,,Meat & Poultry,pcs,,0.00,0.00,0,5,yes
Chicken Americana 1,برجر دجاج جامبو امريكانا 1ك,Burger Chicken Americana 1kg,ITM-00324,,Meat & Poultry,kg,,0.00,0.00,0,5,yes
Chicken Americana 1000,دجاج امريكانا مجمدة 1000ج,Chicken Americana 1000g,ITM-04479,,Frozen Foods,kg,,0.00,0.00,0,5,yes
Chicken Americana 1100,دجاج امريكانا مجمدة 1100ج,Chicken Americana 1100g,ITM-04478,,Frozen Foods,kg,,0.00,0.00,0,5,yes
Chicken Americana 1300,دجاج امريكانا مجمد 1300ج,Chicken Americana 1300g,ITM-04574,,Frozen Foods,kg,,0.00,0.00,0,5,yes
Chicken Americana 226,برجر الدجاج بالبقسماط امريكانا 226ج,Burger Chicken Americana 226g,ITM-06108,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Americana 400,ناجت الدجاج امريكانا 400ج,Chicken Americana 400g,ITM-01253,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Americana 400,اصابع الدجاج حار امريكانا 400ج,Chicken Hot Americana 400g,ITM-01714,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Americana 400,دجاج تكا امريكانا 400ج,Chicken Americana 400g,ITM-06105,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Americana 425,ستيك دجاج امريكانا 425ج,Chicken Americana 425g,ITM-11981,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Americana 500,صدور الدجاج المتبلة امريكانا لايف 500ج,Chicken Americana 500g,ITM-05117,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Americana 678,برجر الدجاج امريكانا حار ومقرمش 678ج,Burger Chicken Americana Hot 678g,ITM-06243,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Americana 750,ناجت الدجاج امريكانا 750ج,Chicken Americana 750g,ITM-12876,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Americana 900,دجاج مجمد امريكانا 900ج,Chicken Americana 900g,ITM-07444,,Frozen Foods,g,,0.00,0.00,0,5,yes
Chicken Americana420,فيلية الدجاج الحار المقرمش امريكانا420ج,Chicken Hot Americana420 420g,ITM-04176,,School & Stationery,g,,0.00,0.00,0,5,yes
Chicken Bread 480,برجر دجاج مغلف بالخبز ساديا480جم,Burger Chicken Bread 480g,ITM-06947,,Bread & Bakery,g,,0.00,0.00,0,5,yes
Chicken Butter Americana 500,دجاج كييف بالزبدة والثوم امريكانا 500ج,Chicken Butter Americana 500g,ITM-06244,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chicken Cheese 270,ساديا ناجتس دجاج بالجبنة 270جرام,Chicken Cheese 270g,ITM-11037,,Dairy & Eggs,pcs,,0.00,0.00,0,5,yes
Chicken Cheese 340 .,نقانق دجاج ساديا بالجبنة 340جم.,Chicken Cheese . 340g,ITM-13442,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chicken Cheese 400,نقانق دجاج بالجبنة 400جم,Chicken Cheese 400g,ITM-11964,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chicken Chicken 1000,دجاج اليوم افخاذ دجاج كاملة 1000جم,Chicken Chicken 1000g,ITM-08335,,Meat & Poultry,kg,,0.00,0.00,0,5,yes
Chicken Flour Bread 270,ساديا قطع دجاج مغلفة بدقيق الخبز 270ج,Chicken Flour Bread 270g,ITM-08047,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chicken Flour Bread 270,ساديا قطع دجاج مغلفة بدقيق الخبز 270جرام,Chicken Flour Bread 270g,ITM-11036,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
Chicken Flour Bread 480,صدور دجاج مغلفة بدقيق الخبزساديا 480جم,Chicken Flour Bread 480g,ITM-15123,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chicken Hair 54,كويكر شوربة الدجاج بالشعرية 54جم,Chicken Hair 54g,ITM-01978,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Laban 500,افخاذ دجاج اليوم بتتبيلة اللبن والليمون 500ج,Chicken Laban 500g,ITM-08614,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chicken Laban 700,دجاجة بتتبيلة اللبن واللمون اليوم 700ج,Chicken Laban 700g,ITM-08194,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chicken Lux 1000,دجاج مجمد ديلوكس 1000ج,Chicken Lux 1000g,ITM-00873,,Frozen Foods,kg,,0.00,17.00,0,5,yes
Chicken Lux 1100,دجاج مجمد ديلوكس 1100ج,Chicken Lux 1100g,ITM-10042,,Frozen Foods,kg,,0.00,18.00,0,5,yes
Chicken Lux 1200,دجاج مجمد ديلوكس 1200جم,Chicken Lux 1200g,ITM-07886,,Frozen Foods,kg,,0.00,0.00,0,5,yes
Chicken Lux 800,دجاج مجمد ديلوكس 800ج,Chicken Lux 800g,ITM-00875,,Frozen Foods,g,,0.00,0.00,0,5,yes
Chicken Lux 900,دجاج مجمد ديلوكس 900ج,Chicken Lux 900g,ITM-00874,,Frozen Foods,g,,0.00,0.00,0,5,yes
Chicken Mayonnaise 160,تشيكي تشانك قطع دجاج بالمايونيز 160ج,Chicken Mayonnaise 160g,ITM-04408,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Chicken Mince 400,اليوم الدجاج المفروم الفاخر 400جرام,Chicken Mince 400g,ITM-04540,,Meat & Poultry,pcs,,0.00,0.00,0,5,yes
Chicken Mince Al Watania 400,دجاج مفروم الوطنية 400ج,Chicken Mince Al Watania 400g,ITM-07773,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken Onion 75,اندومي دجاج بالبصل 75ج,Chicken Onion 75g,ITM-10163,,Fresh Produce,g,,0.00,0.00,0,5,yes
Chicken1344,ساديا برغر دجاج1344جرام,Chicken1344 1344g,ITM-10870,,Meat & Poultry,pcs,,0.00,0.00,0,5,yes
Chicken200,مكاتي مقانق الدجاج200ج,Chicken200 200g,ITM-05052,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken228,فنتوري برجر الدجاج228جرام,Burger Chicken228 228g,ITM-11034,,Meat & Poultry,pcs,,0.00,0.00,0,5,yes
Chicken340,روبيرت لانشون دجاج340ج,Chicken340 340g,ITM-02414,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken340,دانبوج لانشون دجاج340ج,Chicken340 340g,ITM-05056,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chicken340,ساديا مقانق الدجاج340جرام,Chicken340 340g,ITM-10949,,Meat & Poultry,pcs,,0.00,0.00,0,5,yes
Chicken400,ناجت الدجاج400 جرام,Chicken400 400g,ITM-18325,,Meat & Poultry,pcs,,0.00,0.00,0,5,yes
Chicken400,قطغ الدجاج400 جرام,Chicken400 400g,ITM-18326,,Meat & Poultry,pcs,,0.00,0.00,0,5,yes
Chicken850,روبيرت لانشون الدجاج850ج,Chicken850 850g,ITM-05047,,Meat & Poultry,g,,0.00,0.00,0,5,yes
Chickpeas,المقرمش حمص مكسور,Chickpeas,ITM-07630,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
Chickpeas,المقرمش حمص حب,Chickpeas,ITM-07637,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
Chickpeas,حمص مسلوق كاليفورنيا,Chickpeas,232,,Rice & Grains,pcs,,0.00,4.50,0,5,yes
Chickpeas,حمص اسود,Chickpeas,531,,Rice & Grains,pcs,,0.00,5.00,0,5,yes
Chickpeas,حمص مجروش روزانه,Chickpeas,532,,Rice & Grains,pcs,,0.00,5.00,0,5,yes
Chickpeas,حمص مطحون روزانة,Chickpeas,533,,Rice & Grains,pcs,,0.00,5.00,0,5,yes
Chickpeas,حمص محموس روزانة,Chickpeas Peeler,538,,Rice & Grains,pcs,,0.00,2.00,0,5,yes
Chickpeas . . 380,حمص ح.ش. بالطحينة380جم,Chickpeas . . 380g,ITM-02425,,Rice & Grains,g,,0.00,5.00,0,5,yes
Chickpeas . 400,حمص مسلوق ح.ك400 ج,Chickpeas . 400g,ITM-03997,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas . 400,حمص بالطحينة ح.ك400ج,Chickpeas . 400g,ITM-10175,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas . Chickpeas 220,حمص ح.ك حمص بالطحينيه220ج,Chickpeas . Chickpeas 220g,ITM-00399,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 12 5,حمص رقم 12هندي 5كجم,Chickpeas 12 5kg,ITM-11330,,Rice & Grains,kg,,0.00,0.00,0,5,yes
Chickpeas 12*400,حمص بالطحينة 12*400ج,Chickpeas 12*400 12x400g,ITM-01522,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 180,حمص بالطحينة شتورة180جم,Chickpeas Shatoura180 180g,ITM-05280,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 180,حمص بالطحينة بيـدر 180جرام,Chickpeas 180g,ITM-08730,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
Chickpeas 180,حمص بالطحينة شتورة 180 غرام,Chickpeas Shatoura 180g,ITM-16637,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
Chickpeas 2*,حمص بالطحينية حدائق كاليفورنيا 2*,Chickpeas Tahini Hadaeq 2*,ITM-12374,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
Chickpeas 24*450,حمص بالطحينة حدائق 24*450ج,Chickpeas Hadaeq 24*450 24x450g,ITM-01097,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 280,حمص بالطحينة بيدر 280ج,Chickpeas Handle 280g,ITM-04240,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 290,حمص حب اطلس 290ج,Chickpeas 290g,ITM-03424,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 30,ديمة حب دوار الشمس محمص 30جم,Chickpeas 30g,ITM-04468,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 345,اليسا حمص حب 345جرام,Chickpeas 345g,ITM-03651,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
Chickpeas 370,فرشلي حمص حب 370جرام,Chickpeas 370g,ITM-03652,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
Chickpeas 370,بيب حمص حب 370جم,Chickpeas 370g,ITM-07922,,Rice & Grains,g,,0.00,4.00,0,5,yes
Chickpeas 370,حمص حب لونا 370ج,Chickpeas Luna 370g,ITM-08188,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 370,حدائق اورينت حمص حب 370جم,Hadaeq Chickpeas 370g,ITM-13606,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 375,بوبنز هاني راونديز حبوب محمصة بطعم العسل 375ج,Chickpeas Flavored 375g,ITM-08415,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 380,حمص بالطحينة شتورة 380 غرام,Chickpeas Shatoura 380g,ITM-16638,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
Chickpeas 380,نوارة حمص بالطحينة 380 غرام,Chickpeas 380g,ITM-17224,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
Chickpeas 400,حمص لونا 400 جم,Chickpeas Luna 400g,ITM-09677,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 400,حمص بالطحينة كالفورنيا 400غ,Chickpeas 400,245,,Rice & Grains,pcs,,0.00,5.00,0,5,yes
Chickpeas 500,المقرمش حمص اسود 500جم,Chickpeas 500g,ITM-13219,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 540,سمارات حمص حب 540جرام,Chickpeas 540g,ITM-03557,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
Chickpeas 550,حمص أسودالمقرش 550جرام,Chickpeas 550g,ITM-08646,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
Chickpeas 560,اطلس حمص حب جزاز 560جم,Chickpeas 560g,ITM-03610,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 570,حمص حب بيدر 570ج,Chickpeas Handle 570g,ITM-00671,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 580,بيب حمص حب 580جرام,Chickpeas 580g,ITM-03611,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
Chickpeas 580,فرشلي حمص حب 580جم,Chickpeas 580g,ITM-06207,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 580,حمص حب لونا 580ج,Chickpeas Luna 580g,ITM-08189,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 580,حدائق اورينت حمص حب 580جم,Hadaeq Chickpeas 580g,ITM-13604,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 580 1,اطلس حمص حب جزاز580جرام 1,Chickpeas 580g,ITM-03609,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
Chickpeas 700,حمص حب مسلوق سيال 700ج,Chickpeas 700g,ITM-10595,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 750,كورن فليكس رقائق ذرة محمصة 750جم,Corn Flakes Corn Chickpeas 750g,ITM-01241,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas 900,جرين فارمز حمص حب 900جم,Chickpeas 900g,ITM-05626,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas Al Rabie,حمص مسلوق الربيع,Chickpeas Al Rabie,ITM-02421,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
Chickpeas Americana 12*400,حمص بالطحينة امريكانا 12*400ج,Chickpeas Americana 12*400 12x400g,ITM-01521,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas Americana 400,حمص امريكانا مسلوق 400ج,Chickpeas Americana 400g,ITM-09686,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chickpeas Flour,المقرمش حمص دقيق,Chickpeas Flour,ITM-07632,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
Chickpeas Goody 425,حمص قودي 425ج,Chickpeas Goody 425g,ITM-10185,,Rice & Grains,g,,0.00,0.00,0,5,yes
Chiken lunchewon,Chiken lunchewon,Chiken Lunchewon,925,,General,pcs,,0.00,9.00,0,5,yes
Chilly Powder,Chilly Powder,Chilly Powder,980,,General,pcs,,0.00,10.00,0,5,yes
Chippy Barbecue 110G,Chippy Barbecue 110G,Chippy Barbecue 110G,1131,,General,g,,0.00,6.00,0,5,yes
Chippy Chili And Cheese,chippy chili and جبن,Chippy Chili and Cheese,1130,,Dairy & Eggs,pcs,,0.00,6.00,0,5,yes
Chips Biscuits Chocolate 128,شيبس اهو بسكويت بقطرات الشوكلاتة 128ج,Chips Biscuits Chocolate 128g,ITM-11612,,Beverages,g,,0.00,0.00,0,5,yes
Chips Biscuits Chocolate 300,شيبس اهو بسكويت بقطرات الشوكلاتة 300ج,Chips Biscuits Chocolate 300g,ITM-11645,,Beverages,g,,0.00,0.00,0,5,yes
Chocapic Choco,Chocapic Choco,Chocapic Choco,839,,General,pcs,,0.00,20.00,0,5,yes
